epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,278.371,1.44344,1.4047,1.46117,0.60416,0.66536,0.6725,0.41176,1.34407,1.2449,1.45834,0.00118496,0.00118496,0.00118496
140,280.453,1.42397,1.37016,1.47008,0.64216,0.57362,0.63541,0.39818,1.37777,1.37343,1.47444,0.00118319,0.00118319,0.00118319
141,282.367,1.4325,1.38145,1.47113,0.69043,0.65284,0.70807,0.44221,1.33717,1.21989,1.44008,0.00118143,0.00118143,0.00118143
142,284.287,1.46244,1.38887,1.48052,0.6988,0.56325,0.63635,0.37987,1.43296,1.35964,1.49819,0.00117966,0.00117966,0.00117966
143,286.193,1.47921,1.388,1.49296,0.64417,0.66588,0.692,0.42313,1.35142,1.22261,1.45733,0.00117789,0.00117789,0.00117789
144,288.117,1.43815,1.36336,1.47291,0.61736,0.65578,0.67854,0.41237,1.38823,1.31043,1.47351,0.00117612,0.00117612,0.00117612
145,290.198,1.4315,1.34613,1.47497,0.68355,0.65797,0.69799,0.41854,1.35768,1.17513,1.45744,0.00117435,0.00117435,0.00117435
146,292.108,1.42605,1.3477,1.47221,0.65673,0.61556,0.67412,0.41052,1.41134,1.27886,1.47156,0.00117258,0.00117258,0.00117258
147,294.023,1.44334,1.35312,1.47566,0.66183,0.70215,0.72602,0.44749,1.33422,1.16697,1.45416,0.00117082,0.00117082,0.00117082
148,295.942,1.44027,1.38009,1.46611,0.60227,0.63846,0.6582,0.40919,1.38896,1.30523,1.47088,0.00116905,0.00116905,0.00116905
149,297.849,1.40395,1.3491,1.45917,0.65537,0.64114,0.67026,0.41052,1.34887,1.2582,1.44871,0.00116728,0.00116728,0.00116728
150,299.76,1.44021,1.33361,1.47689,0.62896,0.68273,0.68204,0.42104,1.3419,1.19579,1.45048,0.00116551,0.00116551,0.00116551
151,301.835,1.43225,1.34683,1.46535,0.69348,0.67226,0.71998,0.43271,1.3445,1.17821,1.44568,0.00116374,0.00116374,0.00116374
152,303.786,1.42181,1.3308,1.43809,0.64595,0.62761,0.68733,0.41692,1.39066,1.2383,1.46592,0.00116197,0.00116197,0.00116197
153,305.703,1.39136,1.2972,1.43611,0.66348,0.73918,0.74317,0.45383,1.34226,1.14298,1.42703,0.00116021,0.00116021,0.00116021
154,307.62,1.37604,1.27555,1.42796,0.65989,0.67804,0.69651,0.43065,1.33252,1.17802,1.41167,0.00115844,0.00115844,0.00115844
155,309.526,1.40867,1.3244,1.44688,0.68256,0.67727,0.72027,0.44306,1.36314,1.20769,1.43918,0.00115667,0.00115667,0.00115667
156,311.621,1.37923,1.30094,1.43479,0.69674,0.63386,0.7004,0.43107,1.34426,1.21932,1.45402,0.0011549,0.0011549,0.0011549
157,313.557,1.41327,1.30842,1.45591,0.58124,0.41833,0.45314,0.26228,1.60473,1.86388,1.62262,0.00115313,0.00115313,0.00115313
158,315.483,1.41842,1.29894,1.45403,0.53336,0.49784,0.50258,0.28417,1.57235,1.60223,1.62962,0.00115136,0.00115136,0.00115136
