epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,67.0028,0.92656,0.67709,1.08856,0.88075,0.85651,0.90768,0.63815,1.00393,0.66017,1.1543,0.000658886,0.000658886,0.000658886
25,69.5817,0.91368,0.67266,1.09265,0.88281,0.83739,0.89582,0.63451,1.00114,0.68116,1.15619,0.000686346,0.000686346,0.000686346
26,72.1373,0.93489,0.68222,1.10388,0.85859,0.82099,0.89102,0.62463,1.01843,0.7143,1.16032,0.000713759,0.000713759,0.000713759
27,74.7134,0.90305,0.66228,1.07831,0.87743,0.80224,0.87493,0.60733,1.05812,0.73674,1.19167,0.000741124,0.000741124,0.000741124
28,77.2836,0.93445,0.68659,1.10301,0.89338,0.83725,0.89168,0.63737,0.99205,0.67857,1.14206,0.000768443,0.000768443,0.000768443
29,79.9054,0.90673,0.67227,1.08747,0.86037,0.77199,0.85145,0.5929,1.08168,0.78096,1.21377,0.000795714,0.000795714,0.000795714
30,82.5627,0.91753,0.67657,1.09233,0.88034,0.84727,0.89063,0.62772,1.0159,0.66902,1.16129,0.000822939,0.000822939,0.000822939
31,85.1193,0.91873,0.66834,1.0972,0.87067,0.84635,0.9028,0.64767,0.98243,0.65284,1.13585,0.000850116,0.000850116,0.000850116
32,87.692,0.90635,0.66336,1.08983,0.87418,0.83182,0.89631,0.62827,1.03124,0.67551,1.18093,0.000877246,0.000877246,0.000877246
33,90.2583,0.89413,0.6495,1.07951,0.91693,0.87299,0.9195,0.64815,0.98561,0.63148,1.14362,0.000904328,0.000904328,0.000904328
34,92.8104,0.9258,0.68264,1.10041,0.85307,0.8532,0.90333,0.64807,0.99964,0.65538,1.14876,0.000931364,0.000931364,0.000931364
35,95.3846,0.89347,0.65568,1.0728,0.87203,0.83839,0.89908,0.63965,1.01619,0.66689,1.16641,0.000958352,0.000958352,0.000958352
36,97.9418,0.89294,0.64515,1.07466,0.91335,0.85722,0.91442,0.65068,1.0057,0.64719,1.14402,0.000985294,0.000985294,0.000985294
37,100.509,0.91431,0.66507,1.08639,0.91048,0.81364,0.90189,0.64172,1.0247,0.68713,1.16233,0.00101219,0.00101219,0.00101219
38,103.071,0.91132,0.66537,1.09129,0.85185,0.8038,0.8758,0.60749,1.05101,0.73079,1.15648,0.00103903,0.00103903,0.00103903
39,105.658,0.93902,0.66853,1.08807,0.92327,0.83627,0.90355,0.64358,1.05406,0.66705,1.18621,0.00106583,0.00106583,0.00106583
40,108.234,0.94932,0.68448,1.09806,0.84546,0.83686,0.88255,0.61988,1.05941,0.70642,1.18998,0.00109259,0.00109259,0.00109259
41,110.822,0.9382,0.66743,1.0925,0.78052,0.66662,0.75831,0.48982,1.28608,1.03125,1.35387,0.00111929,0.00111929,0.00111929
42,113.408,1.00405,0.71349,1.12814,0.85992,0.8349,0.88452,0.61391,1.04557,0.72964,1.17396,0.00114595,0.00114595,0.00114595
43,115.991,0.94222,0.67604,1.10987,0.8668,0.83648,0.88625,0.63464,1.01206,0.71071,1.16028,0.00117256,0.00117256,0.00117256
44,118.563,0.92216,0.66361,1.09536,0.88571,0.81522,0.89069,0.62014,1.06342,0.68739,1.2077,0.00119913,0.00119913,0.00119913
45,121.118,0.93513,0.6751,1.10133,0.86573,0.80658,0.87239,0.61816,1.03943,0.71643,1.16734,0.00122564,0.00122564,0.00122564
46,123.68,0.95846,0.69585,1.11332,0.86656,0.81723,0.87616,0.6174,1.02999,0.70985,1.16348,0.00125211,0.00125211,0.00125211
47,126.276,0.91587,0.66029,1.07997,0.87823,0.80784,0.87923,0.62438,1.03931,0.72428,1.15096,0.00127854,0.00127854,0.00127854
48,128.851,0.92598,0.66601,1.08874,0.88721,0.85115,0.90301,0.64876,0.9989,0.67054,1.13912,0.00130491,0.00130491,0.00130491
49,131.429,0.93705,0.68487,1.08871,0.87548,0.72509,0.85157,0.57862,1.12262,0.82511,1.21648,0.00133124,0.00133124,0.00133124
50,134.022,0.92079,0.69452,1.0895,0.91819,0.81019,0.90057,0.63088,1.02222,0.70081,1.14962,0.00135752,0.00135752,0.00135752
51,136.589,0.92177,0.69547,1.08862,0.88046,0.80422,0.86494,0.59011,1.09751,0.76553,1.21064,0.00137005,0.00137005,0.00137005
52,139.152,0.92394,0.69215,1.08955,0.87723,0.81185,0.86493,0.61603,1.00246,0.72636,1.13339,0.00136887,0.00136887,0.00136887
53,141.713,0.90915,0.67427,1.0782,0.90582,0.78966,0.89336,0.61491,1.07996,0.72847,1.19945,0.0013677,0.0013677,0.0013677
54,144.281,0.91905,0.67997,1.08898,0.87021,0.78293,0.864,0.60158,1.04255,0.73776,1.19154,0.00136652,0.00136652,0.00136652
55,146.845,0.92501,0.67158,1.0895,0.81523,0.82101,0.85152,0.5964,1.05155,0.76817,1.17423,0.00136534,0.00136534,0.00136534
56,149.404,0.91282,0.65968,1.0849,0.88615,0.82767,0.89234,0.63987,1.01643,0.68007,1.14824,0.00136416,0.00136416,0.00136416
57,151.966,0.92521,0.67245,1.08839,0.83238,0.74985,0.81296,0.5531,1.16174,0.92254,1.24349,0.00136298,0.00136298,0.00136298
58,154.521,0.91686,0.67015,1.08983,0.89326,0.84328,0.89946,0.64399,1.01714,0.7191,1.14668,0.0013618,0.0013618,0.0013618
59,157.082,0.92129,0.67136,1.07769,0.88568,0.83013,0.89015,0.61995,1.06817,0.71171,1.20761,0.00136062,0.00136062,0.00136062
60,159.672,0.90193,0.6531,1.07748,0.9304,0.81872,0.89505,0.63317,1.05117,0.6896,1.17909,0.00135944,0.00135944,0.00135944
61,162.304,0.9189,0.66779,1.09178,0.90081,0.82161,0.8878,0.62917,1.03737,0.71378,1.16642,0.00135826,0.00135826,0.00135826
62,164.871,0.93132,0.67242,1.09083,0.91566,0.7888,0.89447,0.62548,1.03636,0.74642,1.16631,0.00135709,0.00135709,0.00135709
63,167.441,0.89983,0.65779,1.07659,0.88653,0.79918,0.86764,0.6045,1.05819,0.74819,1.19408,0.00135591,0.00135591,0.00135591
64,170.013,0.92129,0.67708,1.08678,0.91016,0.79214,0.86789,0.60005,1.061,0.73404,1.19146,0.00135473,0.00135473,0.00135473
65,172.569,0.92766,0.66439,1.08881,0.79296,0.73692,0.81189,0.54589,1.12919,0.95452,1.21898,0.00135355,0.00135355,0.00135355
66,175.133,0.90151,0.66095,1.07812,0.86139,0.79683,0.86877,0.61157,1.04565,0.70696,1.17856,0.00135237,0.00135237,0.00135237
67,177.697,0.92519,0.66443,1.08487,0.87206,0.79228,0.87132,0.60819,1.04351,0.72125,1.16944,0.00135119,0.00135119,0.00135119
68,180.262,0.89985,0.66013,1.07742,0.90217,0.79685,0.89034,0.63776,1.0167,0.69424,1.16571,0.00135001,0.00135001,0.00135001
69,182.829,0.90988,0.65205,1.08551,0.86779,0.8245,0.88664,0.63827,1.01585,0.69624,1.15953,0.00134883,0.00134883,0.00134883
70,185.385,0.88218,0.63813,1.06729,0.87425,0.8323,0.88763,0.62559,1.04017,0.7137,1.18065,0.00134765,0.00134765,0.00134765
71,187.968,0.9009,0.65351,1.08064,0.90481,0.83677,0.88999,0.63285,1.0154,0.69581,1.15326,0.00134648,0.00134648,0.00134648
72,190.555,0.90688,0.64982,1.08347,0.89682,0.78595,0.88134,0.62244,1.05117,0.74541,1.18827,0.0013453,0.0013453,0.0013453
73,193.118,0.89917,0.6292,1.07411,0.8925,0.80345,0.88958,0.632,1.03986,0.75392,1.16806,0.00134412,0.00134412,0.00134412
74,195.674,0.89538,0.64502,1.06933,0.91521,0.85452,0.90702,0.64486,1.01925,0.65517,1.15113,0.00134294,0.00134294,0.00134294
75,198.255,0.9085,0.65092,1.07221,0.90228,0.78937,0.88051,0.60583,1.09472,0.7591,1.20816,0.00134176,0.00134176,0.00134176
76,200.808,0.88181,0.63881,1.06684,0.90386,0.84065,0.9041,0.65038,1.00177,0.67298,1.14513,0.00134058,0.00134058,0.00134058
77,203.386,0.87532,0.62543,1.06805,0.90281,0.81928,0.88779,0.62576,1.04863,0.73413,1.17454,0.0013394,0.0013394,0.0013394
78,205.966,0.91619,0.64866,1.07892,0.84628,0.73098,0.82385,0.56902,1.1089,0.90532,1.20906,0.00133822,0.00133822,0.00133822
79,208.541,0.91123,0.66046,1.07478,0.87334,0.80671,0.87033,0.59576,1.09787,0.75576,1.20545,0.00133704,0.00133704,0.00133704
80,211.119,0.9256,0.66756,1.08851,0.86568,0.81855,0.87933,0.60831,1.05213,0.71289,1.19712,0.00133586,0.00133586,0.00133586
81,213.723,0.90599,0.65604,1.08423,0.85368,0.81543,0.87547,0.61475,1.06035,0.76334,1.18745,0.00133469,0.00133469,0.00133469
82,216.324,0.89364,0.64267,1.074,0.90036,0.85318,0.89935,0.62997,1.02286,0.66239,1.17247,0.00133351,0.00133351,0.00133351
83,218.909,0.88265,0.64044,1.07099,0.91724,0.85724,0.90441,0.64226,1.01964,0.64546,1.15179,0.00133233,0.00133233,0.00133233
84,221.498,0.90389,0.62864,1.06615,0.90363,0.80566,0.88021,0.61537,1.07994,0.73399,1.20677,0.00133115,0.00133115,0.00133115
85,224.071,0.91924,0.6448,1.08238,0.90268,0.84656,0.9043,0.64835,0.99541,0.66438,1.13165,0.00132997,0.00132997,0.00132997
86,226.643,0.89042,0.65505,1.06985,0.90153,0.81424,0.89902,0.63672,1.02534,0.69191,1.15308,0.00132879,0.00132879,0.00132879
87,229.206,0.87719,0.63327,1.06355,0.8554,0.84433,0.88161,0.63188,1.01615,0.68053,1.15416,0.00132761,0.00132761,0.00132761
88,231.763,0.86297,0.62993,1.0634,0.89934,0.81706,0.89094,0.64137,1.02219,0.67766,1.15248,0.00132643,0.00132643,0.00132643
89,234.341,0.87609,0.61714,1.05659,0.85414,0.80501,0.87261,0.60568,1.08094,0.74393,1.19986,0.00132525,0.00132525,0.00132525
90,236.905,0.87255,0.61855,1.06122,0.77152,0.79947,0.83665,0.56811,1.11183,0.81567,1.23081,0.00132408,0.00132408,0.00132408
91,239.472,0.88947,0.6351,1.06933,0.90693,0.82752,0.90065,0.63656,1.02873,0.67554,1.1482,0.0013229,0.0013229,0.0013229
92,242.053,0.87953,0.61605,1.05996,0.90644,0.79819,0.88833,0.62071,1.0543,0.70787,1.17111,0.00132172,0.00132172,0.00132172
93,244.653,0.86742,0.62202,1.06534,0.9081,0.82699,0.90397,0.64513,1.00296,0.65686,1.16255,0.00132054,0.00132054,0.00132054
94,247.23,0.86246,0.6269,1.06291,0.87518,0.83646,0.90111,0.64375,1.01242,0.67109,1.15395,0.00131936,0.00131936,0.00131936
95,249.805,0.876,0.6201,1.06394,0.87618,0.83761,0.88912,0.63978,1.00794,0.65716,1.14443,0.00131818,0.00131818,0.00131818
96,252.372,0.87799,0.63262,1.06069,0.89693,0.81043,0.88464,0.61665,1.05838,0.70295,1.19514,0.001317,0.001317,0.001317
97,254.929,0.87586,0.62556,1.0622,0.89397,0.85057,0.90558,0.64498,1.02314,0.66178,1.15287,0.00131582,0.00131582,0.00131582
98,257.496,0.90335,0.64492,1.06944,0.89278,0.81301,0.89702,0.62635,1.04042,0.70526,1.16805,0.00131464,0.00131464,0.00131464
99,260.069,0.86576,0.62366,1.05542,0.92041,0.8379,0.91255,0.65609,0.99911,0.63814,1.14263,0.00131347,0.00131347,0.00131347
100,262.639,0.8786,0.6241,1.05836,0.90841,0.82736,0.89381,0.62764,1.02686,0.67993,1.1697,0.00131229,0.00131229,0.00131229
101,265.212,0.85671,0.61832,1.0525,0.91338,0.8377,0.89895,0.62924,1.03096,0.6746,1.17488,0.00131111,0.00131111,0.00131111
102,267.803,0.87682,0.6356,1.06615,0.84024,0.78698,0.86049,0.59118,1.07198,0.7519,1.18888,0.00130993,0.00130993,0.00130993
103,270.418,0.88505,0.63774,1.06752,0.8157,0.84275,0.8897,0.63205,1.03939,0.73447,1.17558,0.00130875,0.00130875,0.00130875
104,272.985,0.8725,0.62504,1.06689,0.87333,0.81418,0.8823,0.62104,1.05236,0.74802,1.19061,0.00130757,0.00130757,0.00130757
